cntr_01,dist_x,pang_x,plateifu_01,ra_01,dec_01,obsmjd,mag_autocorr,magerr_auto,oid,ra,dec,fid,transient_flag,astrometricrms,nobs,ngoodobs,nbestobs,referencemag,referencemagerr,medianmag,bestmedianmag,meanmag,bestmeanmag,magrms,bestmagrms,sid,s_ra,s_dec,ptffield,ccdid,hmjd,nid,mag_auto,limitmag,absphotzp,fwhmsex,fwhm_image,qaflags,flags,photcalflag,goodflag,pid,ROW_IDX,ROW_NUM
9,0.200087,28.736266,11943-6104,2.4763604509E+02,3.9384181837E+01,55040.193077200,14.381,0.026,1001992080002799,247.6360800,39.3842310,2,0,8.849983E-07,106,105,98,14.344,0.002,14.380,14.379,14.391,14.379,0.067,0.022,11987027004488,247.6360860,39.3842480,100199,8,55040.193997200,154,14.381,21.376,27.539,2.050,3.483,0,131074,0,1,11987027,1155,1155
9,0.200087,28.736266,11943-6104,2.4763604509E+02,3.9384181837E+01,54977.448437200,14.385,0.024,1001992080002799,247.6360800,39.3842310,2,0,8.849983E-07,106,105,98,14.344,0.002,14.380,14.379,14.391,14.379,0.067,0.022,12105403005048,247.6360660,39.3842220,100199,8,54977.451187200,96,14.381,21.756,27.496,1.850,3.324,0,131074,0,1,12105403,1156,1156
9,0.200087,28.736266,11943-6104,2.4763604509E+02,3.9384181837E+01,54977.277647200,14.395,0.024,1001992080002799,247.6360800,39.3842310,2,0,8.849983E-07,106,105,98,14.344,0.002,14.380,14.379,14.391,14.379,0.067,0.022,12105407006213,247.6360530,39.3842050,100199,8,54977.280397200,96,14.392,21.880,27.528,1.650,2.956,0,131074,0,1,12105407,1157,1157
9,0.200087,28.736266,11943-6104,2.4763604509E+02,3.9384181837E+01,55045.345367200,14.411,0.023,1001992080002799,247.6360800,39.3842310,2,0,8.849983E-07,106,105,98,14.344,0.002,14.380,14.379,14.391,14.379,0.067,0.022,11857538002813,247.6360490,39.3842260,100199,8,55045.346057200,159,14.409,20.867,27.555,1.850,3.314,0,131074,0,1,11857538,1158,1158
9,0.200087,28.736266,11943-6104,2.4763604509E+02,3.9384181837E+01,55020.202537200,14.409,0.030,1001992080002799,247.6360800,39.3842310,2,0,8.849983E-07,106,105,98,14.344,0.002,14.380,14.379,14.391,14.379,0.067,0.022,11919367003984,247.6360660,39.3842200,100199,8,55020.204267200,134,14.406,20.818,27.391,1.750,3.098,0,131074,0,1,11919367,1159,1159
9,0.200087,28.736266,11943-6104,2.4763604509E+02,3.9384181837E+01,55203.539567200,14.634,0.201,1001992080002799,247.6360800,39.3842310,2,0,8.849983E-07,106,105,98,14.344,0.002,14.380,14.379,14.391,14.379,0.067,0.022,11728587000472,247.6361350,39.3841940,100199,8,55203.537877200,312,18.689,20.408,27.982,2.150,4.598,0,131072,0,1,11728587,1160,1160
9,0.200087,28.736266,11943-6104,2.4763604509E+02,3.9384181837E+01,55024.251967200,14.379,0.031,1001992080002799,247.6360800,39.3842310,2,0,8.849983E-07,106,105,98,14.344,0.002,14.380,14.379,14.391,14.379,0.067,0.022,11938668003645,247.6360870,39.3842470,100199,8,55024.253547200,138,14.365,21.151,27.324,1.750,3.158,0,131074,0,1,11938668,1161,1161
9,0.200087,28.736266,11943-6104,2.4763604509E+02,3.9384181837E+01,55365.262507200,14.370,0.021,1001992080002799,247.6360800,39.3842310,2,0,8.849983E-07,106,105,98,14.344,0.002,14.380,14.379,14.391,14.379,0.067,0.022,11444400004738,247.6360730,39.3842300,100199,8,55365.264867200,464,14.378,21.876,28.023,1.850,3.342,0,131074,1,1,11444400,1162,1162
9,0.200087,28.736266,11943-6104,2.4763604509E+02,3.9384181837E+01,55348.469117200,14.372,0.023,1001992080002799,247.6360800,39.3842310,2,0,8.849983E-07,106,105,98,14.344,0.002,14.380,14.379,14.391,14.379,0.067,0.022,11338692003148,247.6360730,39.3842310,100199,8,55348.471807200,448,14.372,20.976,27.941,2.350,3.779,0,131074,0,1,11338692,1163,1163
9,0.200087,28.736266,11943-6104,2.4763604509E+02,3.9384181837E+01,55036.197997200,14.385,0.096,1001992080002799,247.6360800,39.3842310,2,0,8.849983E-07,106,105,98,14.344,0.002,14.380,14.379,14.391,14.379,0.067,0.022,12661626004456,247.6360850,39.3842390,100199,8,55036.199087200,150,14.345,21.453,27.391,1.750,3.159,0,131074,1,1,12661626,1164,1164
9,0.200087,28.736266,11943-6104,2.4763604509E+02,3.9384181837E+01,55603.411627200,14.308,0.031,1001992080002799,247.6360800,39.3842310,2,0,8.849983E-07,106,105,98,14.344,0.002,14.380,14.379,14.391,14.379,0.067,0.022,9905889002234,247.6360670,39.3842260,100199,8,55603.411537200,702,14.287,20.437,27.825,4.850,7.119,0,131072,0,1,9905889,1165,1165
9,0.200087,28.736266,11943-6104,2.4763604509E+02,3.9384181837E+01,55016.207877200,14.406,0.027,1001992080002799,247.6360800,39.3842310,2,0,8.849983E-07,106,105,98,14.344,0.002,14.380,14.379,14.391,14.379,0.067,0.022,11909016003809,247.6360790,39.3842300,100199,8,55016.209757200,130,14.390,20.820,27.369,1.850,3.278,0,131074,0,1,11909016,1166,1166
9,0.200087,28.736266,11943-6104,2.4763604509E+02,3.9384181837E+01,55022.302167200,14.402,0.031,1001992080002799,247.6360800,39.3842310,2,0,8.849983E-07,106,105,98,14.344,0.002,14.380,14.379,14.391,14.379,0.067,0.022,11936342003951,247.6360780,39.3842420,100199,8,55022.303817200,136,14.385,20.798,27.321,1.850,3.247,0,131074,0,1,11936342,1167,1167
9,0.200087,28.736266,11943-6104,2.4763604509E+02,3.9384181837E+01,54984.280657200,14.403,0.140,1001992080002799,247.6360800,39.3842310,2,0,8.849983E-07,106,105,98,14.344,0.002,14.380,14.379,14.391,14.379,0.067,0.022,12022378004508,247.6360930,39.3842310,100199,8,54984.283327200,102,14.454,21.148,27.497,1.750,3.141,0,131074,0,1,12022378,1168,1168
9,0.200087,28.736266,11943-6104,2.4763604509E+02,3.9384181837E+01,55012.280477200,14.384,0.030,1001992080002799,247.6360800,39.3842310,2,0,8.849983E-07,106,105,98,14.344,0.002,14.380,14.379,14.391,14.379,0.067,0.022,12045897004700,247.6360790,39.3842360,100199,8,55012.282477200,127,14.377,21.281,27.387,1.850,3.381,0,131074,0,1,12045897,1169,1169
9,0.200087,28.736266,11943-6104,2.4763604509E+02,3.9384181837E+01,55606.524107200,14.361,0.048,1001992080002799,247.6360800,39.3842310,2,0,8.849983E-07,106,105,98,14.344,0.002,14.380,14.379,14.391,14.379,0.067,0.022,9915505003860,247.6360660,39.3842220,100199,8,55606.524167200,705,14.357,21.294,27.944,2.850,4.293,0,131074,0,1,9915505,1170,1170
9,0.200087,28.736266,11943-6104,2.4763604509E+02,3.9384181837E+01,55042.225697200,14.350,0.024,1001992080002799,247.6360800,39.3842310,2,0,8.849983E-07,106,105,98,14.344,0.002,14.380,14.379,14.391,14.379,0.067,0.022,11982688003636,247.6360710,39.3842270,100199,8,55042.226517200,156,14.370,21.076,27.635,2.650,4.358,0,131074,0,1,11982688,1171,1171
9,0.200087,28.736266,11943-6104,2.4763604509E+02,3.9384181837E+01,55382.369977200,14.380,0.023,1001992080002799,247.6360800,39.3842310,2,0,8.849983E-07,106,105,98,14.344,0.002,14.380,14.379,14.391,14.379,0.067,0.022,11243585004523,247.6360700,39.3842260,100199,8,55382.371817200,481,14.394,21.682,27.970,1.950,3.104,0,131074,0,1,11243585,1172,1172
9,0.200087,28.736266,11943-6104,2.4763604509E+02,3.9384181837E+01,54984.391827200,14.403,0.140,1001992080002799,247.6360800,39.3842310,2,0,8.849983E-07,106,105,98,14.344,0.002,14.380,14.379,14.391,14.379,0.067,0.022,12022393005002,247.6360730,39.3842350,100199,8,54984.394497200,102,14.299,21.190,27.030,1.750,3.223,0,131074,0,1,12022393,1173,1173
9,0.200087,28.736266,11943-6104,2.4763604509E+02,3.9384181837E+01,54984.221877200,14.412,0.140,1001992080002799,247.6360800,39.3842310,2,0,8.849983E-07,106,105,98,14.344,0.002,14.380,14.379,14.391,14.379,0.067,0.022,12022403004146,247.6360810,39.3842320,100199,8,54984.224547200,102,14.433,21.027,27.449,1.750,3.184,0,131074,0,1,12022403,1174,1174
9,0.200087,28.736266,11943-6104,2.4763604509E+02,3.9384181837E+01,55028.367237200,14.399,0.056,1001992080002799,247.6360800,39.3842310,2,0,8.849983E-07,106,105,98,14.344,0.002,14.380,14.379,14.391,14.379,0.067,0.022,11950773003119,247.6360660,39.3842170,100199,8,55028.368647200,142,14.389,21.238,27.286,1.550,2.778,0,131074,0,1,11950773,1175,1175
9,0.200087,28.736266,11943-6104,2.4763604509E+02,3.9384181837E+01,55365.217997200,14.385,0.021,1001992080002799,247.6360800,39.3842310,2,0,8.849983E-07,106,105,98,14.344,0.002,14.380,14.379,14.391,14.379,0.067,0.022,11444495005415,247.6360750,39.3842260,100199,8,55365.220357200,464,14.391,21.807,28.018,1.850,3.211,0,131074,1,1,11444495,1176,1176
9,0.200087,28.736266,11943-6104,2.4763604509E+02,3.9384181837E+01,55357.473627200,14.327,0.034,1001992080002799,247.6360800,39.3842310,2,0,8.849983E-07,106,105,98,14.344,0.002,14.380,14.379,14.391,14.379,0.067,0.022,11361186003299,247.6360780,39.3842240,100199,8,55357.476157200,456,14.327,21.047,27.900,3.050,4.908,0,131072,0,1,11361186,1177,1177
9,0.200087,28.736266,11943-6104,2.4763604509E+02,3.9384181837E+01,55376.449927200,14.355,0.024,1001992080002799,247.6360800,39.3842310,2,0,8.849983E-07,106,105,98,14.344,0.002,14.380,14.379,14.391,14.379,0.067,0.022,11428152002583,247.6360640,39.3842230,100199,8,55376.451967200,475,14.343,20.605,27.830,2.250,4.367,0,131072,0,1,11428152,1178,1178
9,0.200087,28.736266,11943-6104,2.4763604509E+02,3.9384181837E+01,55040.299087200,14.364,0.026,1001992080002799,247.6360800,39.3842310,2,0,8.849983E-07,106,105,98,14.344,0.002,14.380,14.379,14.391,14.379,0.067,0.022,11986864003619,247.6360840,39.3842390,100199,8,55040.299997200,154,14.362,21.259,27.489,2.250,3.880,0,131074,0,1,11986864,1179,1179
9,0.200087,28.736266,11943-6104,2.4763604509E+02,3.9384181837E+01,55367.427817200,14.383,0.022,1001992080002799,247.6360800,39.3842310,2,0,8.849983E-07,106,105,98,14.344,0.002,14.380,14.379,14.391,14.379,0.067,0.022,11405592004217,247.6360680,39.3842220,100199,8,55367.430117200,466,14.382,21.574,27.940,2.050,3.408,0,131074,0,1,11405592,1180,1180
9,0.200087,28.736266,11943-6104,2.4763604509E+02,3.9384181837E+01,55593.576147200,14.362,0.031,1001992080002799,247.6360800,39.3842310,2,0,8.849983E-07,106,105,98,14.344,0.002,14.380,14.379,14.391,14.379,0.067,0.022,9828740002007,247.6361510,39.3843090,100199,8,55593.575567200,692,14.352,19.579,27.946,6.550,8.384,0,131072,0,1,9828740,1181,1181
9,0.200087,28.736266,11943-6104,2.4763604509E+02,3.9384181837E+01,55026.240907200,14.379,0.038,1001992080002799,247.6360800,39.3842310,2,0,8.849983E-07,106,105,98,14.344,0.002,14.380,14.379,14.391,14.379,0.067,0.022,11951769004307,247.6360730,39.3842410,100199,8,55026.242407200,140,14.363,21.497,27.340,1.750,3.205,0,131074,0,1,11951769,1182,1182
9,0.200087,28.736266,11943-6104,2.4763604509E+02,3.9384181837E+01,55353.471457200,14.390,0.026,1001992080002799,247.6360800,39.3842310,2,0,8.849983E-07,106,105,98,14.344,0.002,14.380,14.379,14.391,14.379,0.067,0.022,11352832004186,247.6360660,39.3842240,100199,8,55353.474067200,453,14.395,21.613,27.976,1.750,3.251,0,131074,0,1,11352832,1183,1183
9,0.200087,28.736266,11943-6104,2.4763604509E+02,3.9384181837E+01,55638.489787200,14.364,0.090,1001992080002799,247.6360800,39.3842310,2,0,8.849983E-07,106,105,98,14.344,0.002,14.380,14.379,14.391,14.379,0.067,0.022,9978707002312,247.6360630,39.3842080,100199,8,55638.491327200,737,14.353,20.184,27.742,2.750,4.561,0,131072,0,1,9978707,1184,1184
9,0.205016,42.913099,11943-6104,2.4763604509E+02,3.9384181837E+01,55714.414017200,15.057,0.023,44171020000108,247.6360950,39.3842240,1,0,2.029244E-07,56,56,51,15.077,0.002,15.069,15.068,15.077,15.071,0.032,0.022,9636289002287,247.6360810,39.3842190,4417,2,55714.416767200,812,15.057,21.440,27.705,3.050,4.943,0,131072,0,1,9636289,1185,1185
9,0.205016,42.913099,11943-6104,2.4763604509E+02,3.9384181837E+01,55720.469197200,15.074,0.024,44171020000108,247.6360950,39.3842240,1,0,2.029244E-07,56,56,51,15.077,0.002,15.069,15.068,15.077,15.071,0.032,0.022,9671935002153,247.6360590,39.3842150,4417,2,55720.471857200,818,15.078,21.250,27.621,2.750,4.652,0,131072,0,1,9671935,1186,1186
9,0.205016,42.913099,11943-6104,2.4763604509E+02,3.9384181837E+01,55717.361357200,15.063,0.022,44171020000108,247.6360950,39.3842240,1,0,2.029244E-07,56,56,51,15.077,0.002,15.069,15.068,15.077,15.071,0.032,0.022,10662806002517,247.6360830,39.3842310,4417,2,55717.364057200,815,15.063,21.687,27.758,2.750,4.706,0,131072,1,1,10662806,1187,1187
9,0.205016,42.913099,11943-6104,2.4763604509E+02,3.9384181837E+01,55689.497177200,15.129,0.027,44171020000108,247.6360950,39.3842240,1,0,2.029244E-07,56,56,51,15.077,0.002,15.069,15.068,15.077,15.071,0.032,0.022,10072124001272,247.6360710,39.3842150,4417,2,55689.500027200,787,15.138,20.057,27.676,3.150,5.346,0,131072,0,1,10072124,1188,1188
9,0.205016,42.913099,11943-6104,2.4763604509E+02,3.9384181837E+01,55806.199407200,15.068,0.022,44171020000108,247.6360950,39.3842240,1,0,2.029244E-07,56,56,51,15.077,0.002,15.069,15.068,15.077,15.071,0.032,0.022,10485897002385,247.6360800,39.3842340,4417,2,55806.198677200,904,15.078,21.520,27.662,2.450,4.239,0,131072,0,1,10485897,1189,1189
9,0.205016,42.913099,11943-6104,2.4763604509E+02,3.9384181837E+01,55800.269307200,15.169,0.202,44171020000108,247.6360950,39.3842240,1,0,2.029244E-07,56,56,51,15.077,0.002,15.069,15.068,15.077,15.071,0.032,0.022,10406705001363,247.6360640,39.3842200,4417,2,55800.268857200,898,15.623,20.652,27.210,2.350,4.132,0,131072,0,1,10406705,1190,1190
9,0.205016,42.913099,11943-6104,2.4763604509E+02,3.9384181837E+01,55713.462657200,15.096,0.293,44171020000108,247.6360950,39.3842240,1,0,2.029244E-07,56,56,51,15.077,0.002,15.069,15.068,15.077,15.071,0.032,0.022,9624039001976,247.6360870,39.3842330,4417,2,55713.465427200,811,15.230,21.336,27.563,2.350,4.127,0,131072,0,1,9624039,1191,1191
9,0.205016,42.913099,11943-6104,2.4763604509E+02,3.9384181837E+01,55806.156677200,15.066,0.022,44171020000108,247.6360950,39.3842240,1,0,2.029244E-07,56,56,51,15.077,0.002,15.069,15.068,15.077,15.071,0.032,0.022,10485777002388,247.6360740,39.3842240,4417,2,55806.155947200,904,15.078,21.557,27.697,2.350,4.152,0,131072,0,1,10485777,1192,1192
9,0.205016,42.913099,11943-6104,2.4763604509E+02,3.9384181837E+01,55714.459097200,15.052,0.023,44171020000108,247.6360950,39.3842240,1,0,2.029244E-07,56,56,51,15.077,0.002,15.069,15.068,15.077,15.071,0.032,0.022,9636332002118,247.6360690,39.3842220,4417,2,55714.461847200,812,15.051,21.216,27.669,3.250,5.107,0,131072,0,1,9636332,1193,1193
9,0.205016,42.913099,11943-6104,2.4763604509E+02,3.9384181837E+01,55717.417947200,15.058,0.022,44171020000108,247.6360950,39.3842240,1,0,2.029244E-07,56,56,51,15.077,0.002,15.069,15.068,15.077,15.071,0.032,0.022,10662843002420,247.6360880,39.3842230,4417,2,55717.420657200,815,15.054,21.552,27.730,2.850,4.626,0,131072,1,1,10662843,1194,1194
9,0.205016,42.913099,11943-6104,2.4763604509E+02,3.9384181837E+01,55720.349707200,15.028,0.023,44171020000108,247.6360950,39.3842240,1,0,2.029244E-07,56,56,51,15.077,0.002,15.069,15.068,15.077,15.071,0.032,0.022,9671932002440,247.6360810,39.3842260,4417,2,55720.352367200,818,15.066,21.663,27.744,3.150,5.128,0,131072,0,1,9671932,1195,1195
9,0.219180,31.759876,11943-6104,2.4763604509E+02,3.9384181837E+01,54918.533827200,15.162,0.023,1001991080000602,247.6360870,39.3842340,1,0,2.602868E-07,25,25,23,15.055,0.005,15.081,15.077,15.296,15.311,1.064,1.110,12282007001891,247.6360800,39.3842290,100199,8,54918.535767200,30,15.175,20.250,27.856,2.950,4.481,0,131072,0,1,12282007,1196,1196
9,0.219180,31.759876,11943-6104,2.4763604509E+02,3.9384181837E+01,54918.430147200,15.076,0.022,1001991080000602,247.6360870,39.3842340,1,0,2.602868E-07,25,25,23,15.055,0.005,15.081,15.077,15.296,15.311,1.064,1.110,12282037003738,247.6360940,39.3842290,100199,8,54918.432077200,30,15.072,21.856,27.856,2.450,4.219,0,131072,0,1,12282037,1197,1197
9,0.219180,31.759876,11943-6104,2.4763604509E+02,3.9384181837E+01,54922.491907200,15.104,0.342,1001991080000602,247.6360870,39.3842340,1,0,2.602868E-07,25,25,23,15.055,0.005,15.081,15.077,15.296,15.311,1.064,1.110,12126473002851,247.6360740,39.3842280,100199,8,54922.493977200,41,15.434,21.565,27.865,2.750,4.487,0,131072,0,1,12126473,1198,1198
9,0.219180,31.759876,11943-6104,2.4763604509E+02,3.9384181837E+01,54975.250547200,15.088,0.023,1001991080000602,247.6360870,39.3842340,1,0,2.602868E-07,25,25,23,15.055,0.005,15.081,15.077,15.296,15.311,1.064,1.110,12108995003293,247.6360780,39.3842150,100199,8,54975.253307200,94,15.081,21.888,27.717,2.250,3.913,0,131072,0,1,12108995,1199,1199
9,0.219180,31.759876,11943-6104,2.4763604509E+02,3.9384181837E+01,54975.470267200,15.099,0.023,1001991080000602,247.6360870,39.3842340,1,0,2.602868E-07,25,25,23,15.055,0.005,15.081,15.077,15.296,15.311,1.064,1.110,12109068002917,247.6360740,39.3842120,100199,8,54975.473027200,94,15.103,21.564,27.700,2.650,4.377,0,131072,0,1,12109068,1200,1200
9,0.219180,31.759876,11943-6104,2.4763604509E+02,3.9384181837E+01,54921.407927200,15.052,0.024,1001991080000602,247.6360870,39.3842340,1,0,2.602868E-07,25,25,23,15.055,0.005,15.081,15.077,15.296,15.311,1.064,1.110,12278513002685,247.6360870,39.3842300,100199,8,54921.409957200,37,15.058,21.231,27.776,4.050,5.961,0,131072,0,1,12278513,1201,1201
9,0.219180,31.759876,11943-6104,2.4763604509E+02,3.9384181837E+01,54891.372987200,20.403,0.038,1001991080000602,247.6360870,39.3842340,1,0,2.602868E-07,25,25,23,15.055,0.005,15.081,15.077,15.296,15.311,1.064,1.110,12413541001552,247.6360960,39.3842140,199,8,54891.373787200,25,15.130,21.227,27.640,2.950,4.607,0,131072,1,1,12413541,1202,1202
9,0.219180,31.759876,11943-6104,2.4763604509E+02,3.9384181837E+01,54975.311697200,15.087,0.023,1001991080000602,247.6360870,39.3842340,1,0,2.602868E-07,25,25,23,15.055,0.005,15.081,15.077,15.296,15.311,1.064,1.110,12109045003398,247.6360790,39.3842220,100199,8,54975.314467200,94,15.083,21.980,27.737,2.250,3.899,0,131072,0,1,12109045,1203,1203
9,0.219180,31.759876,11943-6104,2.4763604509E+02,3.9384181837E+01,54916.300997200,15.057,0.101,1001991080000602,247.6360870,39.3842340,1,0,2.602868E-07,25,25,23,15.055,0.005,15.081,15.077,15.296,15.311,1.064,1.110,12262575002197,247.6360710,39.3842280,100199,8,54916.302847200,46,15.093,20.664,27.448,4.050,6.024,0,131072,0,1,12262575,1204,1204
9,0.219180,31.759876,11943-6104,2.4763604509E+02,3.9384181837E+01,54910.541547200,15.119,0.060,1001991080000602,247.6360870,39.3842340,1,0,2.602868E-07,25,25,23,15.055,0.005,15.081,15.077,15.296,15.311,1.064,1.110,12220040002212,247.6360930,39.3842320,100199,8,54910.543187200,47,15.047,20.642,27.822,2.150,3.776,0,131072,0,1,12220040,1205,1205
9,0.219180,31.759876,11943-6104,2.4763604509E+02,3.9384181837E+01,55562.504887200,15.094,0.150,1001991080000602,247.6360870,39.3842340,1,0,2.602868E-07,25,25,23,15.055,0.005,15.081,15.077,15.296,15.311,1.064,1.110,9601679002801,247.6360870,39.3842120,100199,8,55562.502947200,659,15.021,21.029,27.886,3.450,5.358,0,131072,0,1,9601679,1206,1206
9,0.219180,31.759876,11943-6104,2.4763604509E+02,3.9384181837E+01,54975.365507200,15.082,0.023,1001991080000602,247.6360870,39.3842340,1,0,2.602868E-07,25,25,23,15.055,0.005,15.081,15.077,15.296,15.311,1.064,1.110,12108987003303,247.6360800,39.3842160,100199,8,54975.368277200,94,15.090,21.936,27.740,2.350,4.030,0,131072,0,1,12108987,1207,1207
9,0.219180,31.759876,11943-6104,2.4763604509E+02,3.9384181837E+01,54917.369237200,15.045,0.036,1001991080000602,247.6360870,39.3842340,1,0,2.602868E-07,25,25,23,15.055,0.005,15.081,15.077,15.296,15.311,1.064,1.110,12280791002606,247.6360840,39.3842300,100199,8,54917.371127200,31,15.027,21.185,27.752,4.150,6.388,0,131072,0,1,12280791,1208,1208
9,0.219180,31.759876,11943-6104,2.4763604509E+02,3.9384181837E+01,54975.443537200,15.087,0.023,1001991080000602,247.6360870,39.3842340,1,0,2.602868E-07,25,25,23,15.055,0.005,15.081,15.077,15.296,15.311,1.064,1.110,12109040003294,247.6360770,39.3842190,100199,8,54975.446307200,94,15.092,21.921,27.718,2.350,4.108,0,131072,0,1,12109040,1209,1209
9,0.219180,31.759876,11943-6104,2.4763604509E+02,3.9384181837E+01,54975.408977200,15.084,0.023,1001991080000602,247.6360870,39.3842340,1,0,2.602868E-07,25,25,23,15.055,0.005,15.081,15.077,15.296,15.311,1.064,1.110,12109076004249,247.6360750,39.3842200,100199,8,54975.411747200,94,15.091,21.916,27.732,2.450,4.140,0,131072,0,1,12109076,1210,1210
9,0.219180,31.759876,11943-6104,2.4763604509E+02,3.9384181837E+01,54918.491887200,15.070,0.022,1001991080000602,247.6360870,39.3842340,1,0,2.602868E-07,25,25,23,15.055,0.005,15.081,15.077,15.296,15.311,1.064,1.110,12282004003739,247.6360940,39.3842410,100199,8,54918.493817200,30,15.071,21.808,27.865,2.650,4.356,0,131072,0,1,12282004,1211,1211
9,0.219180,31.759876,11943-6104,2.4763604509E+02,3.9384181837E+01,54917.431317200,15.043,0.036,1001991080000602,247.6360870,39.3842340,1,0,2.602868E-07,25,25,23,15.055,0.005,15.081,15.077,15.296,15.311,1.064,1.110,12280690002681,247.6360800,39.3842320,100199,8,54917.433217200,31,15.023,21.293,27.798,4.150,6.302,0,131072,0,1,12280690,1212,1212
9,0.219180,31.759876,11943-6104,2.4763604509E+02,3.9384181837E+01,54910.457817200,15.075,0.060,1001991080000602,247.6360870,39.3842340,1,0,2.602868E-07,25,25,23,15.055,0.005,15.081,15.077,15.296,15.311,1.064,1.110,12220154003949,247.6360880,39.3842350,100199,8,54910.459447200,47,15.084,21.977,27.889,2.250,4.028,0,131072,0,1,12220154,1213,1213
9,0.219180,31.759876,11943-6104,2.4763604509E+02,3.9384181837E+01,54916.387377200,15.052,0.100,1001991080000602,247.6360870,39.3842340,1,0,2.602868E-07,25,25,23,15.055,0.005,15.081,15.077,15.296,15.311,1.064,1.110,12262643002933,247.6360760,39.3842330,100199,8,54916.389227200,46,14.954,21.284,27.683,3.550,5.641,0,131072,0,1,12262643,1214,1214
9,0.219180,31.759876,11943-6104,2.4763604509E+02,3.9384181837E+01,54922.510567200,15.098,0.342,1001991080000602,247.6360870,39.3842340,1,0,2.602868E-07,25,25,23,15.055,0.005,15.081,15.077,15.296,15.311,1.064,1.110,12126578002597,247.6360890,39.3842210,100199,8,54922.512637200,41,15.517,21.565,27.928,2.850,4.818,0,131072,0,1,12126578,1215,1215
9,0.219180,31.759876,11943-6104,2.4763604509E+02,3.9384181837E+01,54919.286847200,15.140,0.502,1001991080000602,247.6360870,39.3842340,1,0,2.602868E-07,25,25,23,15.055,0.005,15.081,15.077,15.296,15.311,1.064,1.110,12282607001996,247.6360910,39.3842220,100199,8,54919.288827200,29,16.307,21.565,27.899,2.350,3.807,0,131072,0,1,12282607,1216,1216
9,0.219180,31.759876,11943-6104,2.4763604509E+02,3.9384181837E+01,55571.501937200,15.074,0.111,1001991080000602,247.6360870,39.3842340,1,0,2.602868E-07,25,25,23,15.055,0.005,15.081,15.077,15.296,15.311,1.064,1.110,9776331002427,247.6360820,39.3842110,100199,8,55571.500347200,667,15.036,20.833,27.696,3.850,5.601,0,131072,0,1,9776331,1217,1217
9,0.219180,31.759876,11943-6104,2.4763604509E+02,3.9384181837E+01,55571.503857200,15.075,0.111,1001991080000602,247.6360870,39.3842340,1,0,2.602868E-07,25,25,23,15.055,0.005,15.081,15.077,15.296,15.311,1.064,1.110,9776298002606,247.6360820,39.3842060,100199,8,55571.502267200,667,15.026,20.902,27.699,3.650,5.436,0,131072,0,1,9776298,1218,1218
10,0.096427,165.856737,11944-12704,2.4325677722E+02,3.7287474715E+01,55316.432237200,14.351,0.039,43332040001959,243.2567850,37.2874490,2,0,3.361289E-07,155,38,34,14.327,0.002,14.395,14.395,14.458,14.418,0.233,0.071,11586104003230,243.2568000,37.2874370,4333,4,55316.435387200,418,14.318,20.761,28.091,2.450,4.676,0,46268418,0,1,11586104,1219,1219
10,0.096427,165.856737,11944-12704,2.4325677722E+02,3.7287474715E+01,56050.274337200,14.658,0.137,43332040001959,243.2567850,37.2874490,2,0,3.361289E-07,155,38,34,14.327,0.002,14.395,14.395,14.458,14.418,0.233,0.071,13210466001871,243.2567330,37.2874530,4333,4,56050.277517200,1147,14.887,20.100,27.764,2.050,3.055,0,131072,1,1,13210466,1220,1220
10,0.096427,165.856737,11944-12704,2.4325677722E+02,3.7287474715E+01,56069.356467200,14.374,0.046,43332040001959,243.2567850,37.2874490,2,0,3.361289E-07,155,38,34,14.327,0.002,14.395,14.395,14.458,14.418,0.233,0.071,13334614005178,243.2568040,37.2874510,4333,4,56069.359557200,1166,14.367,21.961,27.977,1.550,2.722,0,46268418,1,1,13334614,1221,1221
10,0.096427,165.856737,11944-12704,2.4325677722E+02,3.7287474715E+01,56050.191297200,14.465,0.137,43332040001959,243.2567850,37.2874490,2,0,3.361289E-07,155,38,34,14.327,0.002,14.395,14.395,14.458,14.418,0.233,0.071,13210442001855,243.2567440,37.2874660,4333,4,56050.194467200,1147,14.425,19.797,27.755,3.350,6.043,0,46268416,1,1,13210442,1222,1222
10,0.096427,165.856737,11944-12704,2.4325677722E+02,3.7287474715E+01,56075.429587200,14.371,0.020,43332040001959,243.2567850,37.2874490,2,0,3.361289E-07,155,38,34,14.327,0.002,14.395,14.395,14.458,14.418,0.233,0.071,13356533004424,243.2568820,37.2874290,4333,4,56075.432577200,1172,14.375,21.646,27.879,1.650,3.670,0,46268418,1,1,13356533,1223,1223
10,0.096427,165.856737,11944-12704,2.4325677722E+02,3.7287474715E+01,54963.225007200,14.333,0.027,43332040001959,243.2567850,37.2874490,2,0,3.361289E-07,155,38,34,14.327,0.002,14.395,14.395,14.458,14.418,0.233,0.071,12076803004703,243.2567930,37.2874540,4333,4,54963.228187200,82,14.331,21.494,27.789,1.850,3.882,0,46268418,0,1,12076803,1224,1224
10,0.096427,165.856737,11944-12704,2.4325677722E+02,3.7287474715E+01,56045.474417200,14.409,0.059,43332040001959,243.2567850,37.2874490,2,0,3.361289E-07,155,38,34,14.327,0.002,14.395,14.395,14.458,14.418,0.233,0.071,13174319003771,243.2567880,37.2874530,4333,4,56045.477567200,1142,14.423,21.271,27.861,2.250,3.492,0,46268418,1,1,13174319,1225,1225
